,sentence,entities
287,"(A)Histone (blue cylinder) modi ﬁcation, e.g., methylation, acetylation, ubiquitination, and phosphorylation,
can impact gene expression by adjusting chromatin morphology.","['Histone', 'gene']"
288,"(B)DNA methylation, by which methyl groups are added to the DNA backbone, can
suppress gene transcription.",['gene']
289,"(C)Finally, miRNA can cleave mRNA and repress translation, or mark mRNA for degradation., ultimately silencing expression.
Frontiers in Pharmacology frontiersin.org 13Acero et al.","['Pharmacology', 'Frontiers', 'Finally']"
290,"One clinical research area involves
the vagus nerve, the main arm of the autonomic nervous system, andpart of the gut-brain axis, that carries neural signals to and from thedigestive system, including the GI tract, and the brain.",['One']
291,"The former(efferent signals from the brain) modulate the secretion of digestiveenzymes and the HPA axis and the latter (afferent signals to thebrain), which make up the vast majority ( >90%) of neural signals,
regulate appetite, metabolism, and in ﬂammation ( Brei et al., 2018 ).
Importantly, vagus nerve stimulation is an FDA-approved treatment
option with anti-in ﬂammatory properties and moderate ef ﬁcacy for
treatment-resistant depression ( Daban et al., 2008 ).
Recent preclinical research supports the role of members of the
gut microbiota in regulating brain behavior.","['Brei', 'enzyme', 'The', 'Recent', 'Importantly', 'Daban']"
292,"Most psychedelics andeven Peganum harmala, the plant containing harmine and harmine-
like compounds used in Ayahuasca, have antimicrobial properties;however, scienti ﬁc reports on their effects on the gut microbiota are
scarce, low resolution, limited to in vitro tests, only test for
pathogens, and/or are highly variable ( Moloudizargari et al.,
2013 ;Thompson and Szabo, 2020 ).","['Ayahuasca', 'Peganum', 'Moloudizargari', 'Most', 'Szabo', 'Thompson']"
293,"One study showed that low-
dose ketamine administration in male Wistar rats increased genuslevels of lactic-acid producing Lactobacillus and serotonin-
responsive Turicibacter, both of which are negatively associated
with disorders like depression ( Getachew et al., 2018 ).","['Getachew', 'One', 'Wistar', 'Turicibacter', 'Lactobacillus']"
294,"Another study
showed that LSD mediated increases in pro-social behavior and
modi ﬁcations to hippocampal endocannabinoid signaling were
accompanied by alterations to the composition and diversity ofthe gut microbiota.",['Another']
295,"Speci ﬁcally, LSD decreased gut microbial
diversity and prevented the decrease in Fimicutes:Bacteroidetesratio, as well as alterations in the abundance of Bi ﬁdobacterium,
Ileibacterium, Dubosiella, and Rikenellaceae RC9 ( de la Fuente
Revenga et al., 2021 ).","['Rikenellaceae', 'Ileibacterium', 'Fimicutes', 'Bacteroidetesratio', 'Fuente', 'Revenga', 'Dubosiella', 'Speci']"
296,"Research on strain-level differences couldfurther inform how ketamine is changing microbial gut ecology;
Lactobacillus rhamnosus, but not Lactobacillus salivarius, was found
to regulate anxiety- and depression-like behaviors in mice, whichoccurred via vagus nerve-dependent changes in GABA-related geneexpression in the brain ( Bravo et al., 2011 ).","['Research', 'gene', 'Lactobacillus', 'Bravo']"
297,"Further studies should
examine the causal relationship between the effects of psychedelicson the gut microbiome and neuronal circuits.
Functionally similar groups of gut microbiota can metabolize a
variety of dietary components, and their byproducts can have direct
effects on CNS in ﬂammation.","['Functionally', 'Further']"
298,"A recent report identi ﬁed a cellular
pathway in a mouse model of multiple sclerosis where microbialmetabolites of tryptophan, a serotonin precursor, control microglialactivation to suppress in ﬂammatory astrocyte function
(Rothhammer et al., 2018 ).",['Rothhammer']
299,"However, considering the lack of
research with psychedelics and the gut microbiota, it is dif ﬁcult
to formulate data-driven hypotheses regarding how they may affect
microbial metabolite pro ﬁles to induce such effects on the brain.",['However']
300,"In
sum, future studies should ﬁrst increase genetic resolution to the
strain-level and incorporate functional pathway or metabolomicanalyses to ascertain the constituents and functionality of the gutmicrobiota as a foundation to evaluate potential psychedelic-induced changes.
Indeed, work elucidating the role of the gut-brain axis in
psychedelics is in its infancy and currently limited to speculation
or ongoing research.","['gene', 'Indeed']"
301,"One recent hypothesis supports the idea of a
more dominant role for the microbiota in microdosing psychedelics(Kuypers, 2019 ).","['Kuypers', 'One']"
302,"In 2020, Heroic Hearts Project, a veterans group
supporting psychedelic research, began collaborating with academicinstitutions to elucidate how Ayahuasca changes the gut microbiotaof veterans with PTSD and how behavioral biomarkers correlatewith these changes ( Gould et al., 2020 ).","['Project', 'Hearts', 'Gould', 'Ayahuasca', 'Heroic']"
303,"Last year, Nova Mentis, a
FIGURE 7
Psychedelics can affect gene expression.","['Nova', 'gene', 'Last', 'Psychedelics', 'Mentis']"
304,"Review of the various components of the Gut-Brain axis which may modulate the effects of psychedeliccompounds.
Frontiers in Pharmacology frontiersin.org 14Acero et al.","['Gut', 'Brain', 'Review', 'Pharmacology', 'Frontiers']"
305,"10.3389/fphar.2023.1240295 Canadian biotechnology company focusing on psilocybin-based
therapeutics, launched a large ( >300 person) initial observational
study to assess microbiota differences across different subtypes of
autism spectrum disorder compared to controls ( Rascan, 2021 ).
Moreover, diet and nutrition is the biggest modulator of themicrobiota, and thus GI function, and should be incorporatedinto future pre-clinical and clinical studies ( Hasty, 2022 ).","['Moreover', 'Hasty', 'Rascan', 'Canadian']"
306,"Finally,
psychedelic effects in the GI tract may have synergistic, additive, orantagonistic effects with effects on the brain and are a critical area ofpreclinical and clinical research that serves as an important
steppingstone in understanding how these substances affect the
entire body.
4 Novel applications for psychedelics
In the coming decade, researchers will continue to unravel modes
of psychedelic action across multiple physiological systems, as well as
the full therapeutic potential of these compounds.","['Novel', 'Finally']"
307,"While human
research is the most clinically releva nt and translatable, it lends itself
poorly to thorough investigation of c ellular mechanisms.",['While']
308,"In this
section, we will address novel clinical considerations for psychedelics, as
well as existing tissue and animal models which lend themselves to
investigating these applications.
4.1 Neurodegenerative disorders
Neurodegenerative diseases are characterized by a progressive
loss of neurons and subsequent impairment of motor, cognitive, and
emotional faculties.","['gene', 'Neurodegenerative']"
309,"Although there are behavioral (e.g., opioid usedisorder), environmental (e.g., pollution), and genetic factors thatpredispose people to developing neurodegenerative disorders, suchas Alzheimer or Parkinson disease (AD or PD), aging is the primaryrisk factor.","['gene', 'Alzheimer', 'Although', 'parkinson', 'Parkinson', 'alzheimer']"
310,"Currently, therapeutics for AD or PD are only meant torelieve symptoms, rather than pausing or reversing progression ofthe underlying neuropathology.",['Currently']
311,"Various psychedelic substances,
e.g., ayahuasca and ibogaine, impart neuroprotective effects in
patients with neurodegenerative disorders ( Samoylenko et al.,
2010 ;Fisher et al., 2017 ;Katchborian-Neto et al., 2020 ).","['Samoylenko', 'Fisher', 'gene', 'Various', 'Katchborian', 'Neto']"
312,"Overall,
FIGURE 8
Review of possible mechanisms of action by which various psychedelic compounds may attenuate the pathophysiology of and enhance recoveryfrom neurodegenerative disorders.
Frontiers in Pharmacology frontiersin.org 15Acero et al.","['Review', 'gene', 'Overall', 'Pharmacology', 'Frontiers']"
313,"10.3389/fphar.2023.1240295 there is evidence that psychedelics may address multiple facets of the
neuropathology of neurodegenerative disorders, such as AD and PD(Figure 8 ).
4.1.1 Parkinson ’s disease
Parkinson ’s disease (PD) is characterized by accumulation of
misfolded alpha-synuclein aggregates and subsequent degeneration
of midbrain dopaminergic neurons in the substantia nigra (SN),which leads to progressively severe motor de ﬁcits.","['Figure', 'parkinson', 'gene', 'Parkinson']"
314,"Administration of
dopamine agonists or precursors can attenuate motor symptoms butcannot prevent the inevitable progression of the pathology.However, pre-clinical studies have found GDNF to inducesprouting of dopaminergic ﬁbers and facilitate improvement in
symptoms of Parkinson ’s(Sullivan and O ’Keeffe, 2016 ).","['Administration', 'parkinson', 'Sullivan', 'Parkinson', 'Keeffe', 'However']"
315,"Yet,
given that GDNF is not permeable across the blood brain barrier,
its clinical utility is greatly limited.
Recent research has shed light on the intriguing effects of
ibogaine on the expression levels of key neurotrophic factorssuch as GDNF, BDNF, and NGF.","['Recent', 'Yet']"
316,"For instance, a studyexamining the VTA, SN, PFC, and NAcc at 24 h post-treatmentwith ibogaine revealed increases in GDNF expression in VTA andSN, but not the PFC and NAcc, while BDNF and NGF expression
increased across all brain regions ( Marton et al., 2019 ).","['Marton', 'For']"
317,"Interestingly,
while BDNF mRNA levels increases were more pronounced (~5-fold) compared to GDNF and NGF, this did not translate into ahigher level of mature BDNF protein, a somewhat unexpectedﬁnding ( Marton et al., 2019 ).","['Marton', 'Interestingly', 'protein']"
318,"Despite the substantial changes in
growth factor expression induced by ibogaine in speci ﬁc brain
regions, only the changes in GDNF expression seem to lead tohigher levels of mature GDNF in the VTA ( Marton et al., 2019 ).","['Despite', 'Marton']"
319,"Of note, due to safety concerns around ibogaine, whichcan cause cardiac arrythmia by impairing cardiac ion channelfunction, researchers have developed a non-hallucinogenic non-toxic analogue, tabernathalog ( Belgers et al., 2016 ;Cameron et al.,
2021 ).","['Belgers', 'Cameron']"
320,"While tabernathalog retains the capacity to promote
structural neural plasticity, reduce alcohol- and heroin-seeking
behavior, and anti-depressive properties, its effects on various
growth factors still needs to be assessed ( Belgers et al., 2016 ;
Cameron et al., 2021 ).","['Belgers', 'Cameron', 'While']"
321,"These insights warrant further
investigation to unravel the precise mechanisms and potentialimplications when developing ibogaine, and ibogaine-analogs, astherapeutics for PD.
PD is also characterized by mutations that cause folding defects
in the dopamine transporter (DAT) which impairs healthy
dopaminergic neurotransmission.",['These']
322,"Noribogaine has been shown in
adrosophila model system to function as a pharmacochaperone and
rescue folding de ﬁcits in human DAT variants associated with
juvenile PD, as well as restore the delivery of DAT to the pre-synaptic terminals of dopaminergic neurons ( Kasture et al., 2016 ;
Mazhar Asjad et al., 2017 ).","['Mazhar', 'Kasture', 'Asjad', 'Noribogaine']"
